group,title
ПНР/поз.207.2/Пуско-наладочные работы,4
Приобретение и монтаж технологического оборудования  емкости дренажной (V=8 м3) (Куст 73),4
WBS: ОКС 8833 - Куст-152.3.2.1.9 Емкость дренажная V=5 м3 (АС),4
WBS: ОКС 866 - Куст-35.9.2.6.10 Выкидные трубопроводы ,4
Термокамера (поз.47),4
Площадка механизированной добычи (АС),4
ПС. Сети пожарной сигнализации (С035),4
Узел приема очистного устройства (ТН),4
Монтаж оборудования (поз.109.1-109.2),4
Строительные работы основания блока контроля и управления (Куст 71),4
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 1 (Куст 73),4
Монтаж металлоконструкций (поз.2),4
Строительные работы основания блока переключателя скважин многоходового (Куст 26),4
ТХ/поз.4.6/Технологические трубопроводы,4
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 2 (Куст 7),4
WBS: Фаза 2.2 Юг 4 ур.4.1.3.12 Футляр защитный тр.630х10 ПК 57+02.50 - ПК 57+23.50,4
ТХ/поз.4.7/Технологические трубопроводы,4
"Монтаж металлоконструкций (поз.55.1,55.2)",4
Устройство свайного основания под трубопровод (поз.201),4
Монтаж металлоконструкций (поз.56),4
Строительные работы основания блока контроля и управления (Куст 69),4
Потолок (поз.50),4
Монтаж металлоконструкций (поз.65.17),4
Поз.С1-ЭС (Электроснабжение),4
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 4 (Куст 8),4
Поз.4-АС (Архитектурно-строительные работы),4
"WBS: ОКС 866 - Куст-26.9.2.1.5 Монтаж электрооборудования, молниезащиты и заземления",4
ТХ/поз.4.5.1/Технологические трубопроводы,4
Поз.20-ЭО (Электроосвещение),4
Электроснабжение наружное (ВХ2.Поз.6),4
WBS: Фаза 2.2 Юг 4 ур.4.1.3.6 Устройство фундамента. Площадка обслуживания СОД №1,4
Приобретение и монтаж охранно-пожарной сигнализации (Куст 1БИС),4
Приобретение и монтаж охранно-пожарной сигнализации (Куст 27),4
WBS: ОКС 866 - Куст-201.9.2.9.16 Строительные работы опор сетей инженерных 1-12 этапы,4
