object,group
"['Обустройство кустовой площадки (Куст 72)', '5 подэтап (Куст 72)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 72)']",4
"['Обустройство кустовой площадки (Куст 72)', '4 подэтап (Куст 72)', 'Выкидные трубопроводы (Куст 72)']",4
"['2 подэтап (Куст 73)', '4 подэтап (Куст 73)', 'Строительные работы опор сетей инженерных (Куст 73)']",4
"['ОБП ВЖК.ВЖК.1.9', 'ЭОМ', 'Монтаж кабеля ЭОМ']",4
"['ОБП ВЖК.ВЖК.1.9', 'ОВ', 'Монтаж воздуховодов']",4
"['Дезбарьер (поз.104.1, 104.2)', 'Архитектурно-строительные решения (поз.104.1, 104.2)', 'Архитектурно-строительные решения (поз.104.2)']",4
"['Обустройство кустовой площадки (Куст 72)', '2 подэтап (Куст 72)', 'Монтаж и приобретение приборов и средств автоматизации (Куст 72)']",4
"['Резервуар для нефти РГСн-1, V=25 м3 (поз.6)', 'Технология производства (поз.6)', 'Монтаж оборудования и трубопроводов (поз.6)']",4
"['Дезбарьер (поз.104.1, 104.2)', 'Архитектурно-строительные решения (поз.104.1, 104.2)', 'Архитектурно-строительные решения (поз.104.1)']",4
"['Обустройство кустовой площадки (Куст 72)', '6 подэтап (Куст 72)', 'Водопровод противопожарный (Куст 72)']",4
"['ОБП ВЖК.ВЖК.1.9', 'ОБП ВЖК.ВЖК.1.9', '01/1-НВК']",4
"['Т.37 Сети пожарной сигнализации. Площадка водоподготовки', 'Т.44 Водовод речной воды от ВХ2 до ПСП', 'Монтаж металлоконструкций опор под рубопроводы (С119.ВХ2-ПСП)']",4
"['Строительно-монтажные работы', 'Т.31 Операторная', 'Т.31 Операторная (СС)']",4
"['Строительство ПС35/10 кВ (ПС№9)', 'Подстанция 35/10 (ПС№9)', 'Подстанция 35/10 кВ (АС) (ПС№9)']",4
"['ОБП ВЖК.ВЖК.1.9', 'КМ', 'КМ']",4
"['Т.41 Распределительная система управления. Площадка водоподготовки', 'Т.42 Температурная стабилизация грунтов. Площадка водоподготовки', 'КТП (ВХ3.ТСГ)']",4
"['Генеральный план', '01-ГП/Площадка ОБП, ВЖК, РЭБСП (БУ) (1)', 'Площадка ВЖК (1.1, 1.4, 1.9, 2.1, 2.12.1)']",4
"['Т.41 Распределительная система управления. Площадка водоподготовки', 'Т.42 Температурная стабилизация грунтов. Площадка водоподготовки', 'КТП для системы электрообогрева (ВХ3.ТСГ)']",4
"['ОБП ВЖК.ВИС 1 Этап.ОБП, ВЖК, РЭБСП/К2,3', 'НВК', 'ОБП ВЖК.ВИС 1 Этап.ОБП, ВЖК, РЭБСП/К4Н']",4
"['1 этап', 'АС/Монтаж ограждения', 'Монтаж ограждения']",4
"['Обустройство кустовой площадки (Куст 71)', '1 подэтап (Куст 71)', 'Трубопровод сброса с предохранительного клапана (Куст 71)']",4
"['WBS: ОКС 1376П - Куст-80.2 Строительно-монтажные работы', 'WBS: ОКС 1376П - Куст-80.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-80.2.3.1.5 Узел приема очистного устройства (ТН)']",4
"['1 этап строительства', 'ВЗ/поз.345/Монтаж блочного электрооборудования (Подстанция 35/10 кВ)', 'ВЗ/поз.345/Трансформаторы ТДНС-25000/35 (Подстанция 35/10 кВ)']",4
"['Т.33 Наружные сети водоснабжения. Площадка водоподготовки', 'Т.34 Наружные сети канализации. Площадка водоподготовки', 'Колодцы (К1). Архитектурно-строительные решения (ВХ3.С020)']",4
"['ОБП ВЖК.ПРП.ОГР', 'КМ', 'Устройство основания']",4
"['WBS: ОКС 1376П - Куст-77.2.2 Обустройство куста', 'WBS: ОКС 1376П - Куст-77.2.2.1 1-подэтап', 'WBS: ОКС 1376П - Куст-77.2.2.1.16 Сети технологические дренажные, Сети электрические (АС)']",4
"['ОБП ВЖК.Площадка ГСМ.4.12', 'АЗ', 'ТХ.ОЛ/поз.4.12/Монтаж резервуара']",4
"['1 этап строительства', 'ВЗ/поз.345/Монтаж блочного электрооборудования (Подстанция 35/10 кВ)', 'ВЗ/поз.345/Кабельная эстакада (Подстанция 35/10 кВ)']",4
"['01/2-01-ТС/Внутриплощадочные инженерные сети площадки ОБП, ВЖК, РЭБСП/Тепловые сети', '4.4 Блок-бокс для хранения пожарного инвентаря', 'Монтаж системы ЭС']",4
